Gene1	Gene2	EdgeWeight
IP6K2	IL5RA	0.2469939101919673
ASCL2	CALR	0.24698222502345274
ZDHHC8	NR1I2	0.2469659534158794
MAN2B2	CATSPER2	0.24696138214303925
MITD1	SDF2L1	0.2469422988827823
SERPINB1	SLC9B2	0.246928586029636
UNC45A	CXorf21	0.24690460400126546
PLOD3	CANX	0.2469038695847205
REV1	SYNGR3	0.2468744305256279
SLC25A12	CYB561D1	0.2468685222647263
SLC31A2	PRKCSH	0.2468241220269052
SRGN	FUT4	0.24680268397074426
CNPY3	TMX3	0.2467979593432867
ZNF586	ITM2A	0.24679363250031286
UTP15	SLC35A5	0.2467807241461492
FTL	LSP1	0.2467741693640952
UGGT1	DDX28	0.2467716986776495
FOSB	MAPK1	0.24672230528374625
MITD1	CCNYL1	0.2466816610898479
CD164	ATL2	0.2466643677989249
PALB2	SMC4	0.2466459140141524
ATG3	FAM122B	0.2466194090454063
POLR1B	ATL2	0.2466015889262626
RFXAP	IL2RG	0.2465159895478369
SERPINB1	TRBV12-3	0.24649655072145196
TMEM104	ACSM3	0.2464901326884324
JAM3	NEU3	0.24648161895436596
LPO	DMAC1	0.24646713131773246
SRP14	PLD1	0.2464668030167398
EIF5B	PRKAG2	0.2464591338858878
FUT4	WDFY1	0.24644372370908044
FTL	B4GAT1	0.2464350185596108
SRP14	KATNA1	0.24639466598505974
APEX2	GOSR1	0.24638683916863105
LRPAP1	HNRNPD	0.2463790979293385
PRTN3	PRMT1	0.246341945486722
NFYB	CXorf21	0.2463265202143176
CPVL	FUT4	0.2462757424608401
GGPS1	RNVU1-15	0.24626493880845
UAP1	NCAPH	0.2462496930448565
HSH2D	HSPD1	0.2462368320930259
KBTBD11	CXorf21	0.2462357212304352
SIRPB2	NEU3	0.24623011461721825
HIVEP3	RBM45	0.2462284558122663
SYNGR3	RAB26	0.2461837097676165
SHLD2	AC245014.3	0.24618045334075675
C3AR1	SERPINB1	0.246164012259988
SEC24A	HNRNPD	0.2461573526399593
DIAPH2-AS1	PEX7	0.24612938284513344
GPR180	KIT	0.2461207933931215
POLR1B	EPG5	0.24607809061303684
AL034397.3	FAM107B	0.24605569514912054
WDFY1	MARC1	0.24605399794520505
MPO	ACP4	0.24603907298542085
DIAPH2	SNHG29	0.2460121741640105
OARD1	KIF17	0.2460106414855157
CDC23	SRGN	0.2460100727075201
CATSPER2	RANGAP1	0.2459971754093297
MAN2B2	ASCL2	0.2459962008440477
TRBV12-3	AL359643.3	0.24598165934032096
RBKS	KIF17	0.24597697908876875
KCNAB2	GBF1	0.2459689737828652
TRAF5	RNVU1-15	0.2459618373474605
SLC38A10	RECQL4	0.2459481884263749
CEPT1	TRBV12-3	0.24592296128374824
ERCC2	C19orf54	0.24592145364060486
ATAD1	DUSP3	0.2459085288644944
CYB561D1	CAMK1D	0.24588092726971594
MS4A3	PAPOLA	0.2458736142395297
CHID1	SLC25A43	0.2458705716843397
MAN2B2	MFAP4	0.24584575443191314
DPP7	B3GALT6	0.2458355884732869
CTHRC1	AC004069.1	0.24582334954599064
ATG3	AKR1B1	0.2457933758372217
MPP6	CRELD2	0.24577909003070256
CYBRD1	NXT2	0.245769071779508
POLR3F	RANBP17	0.2457637622908853
OSBPL9	CD164	0.2457536043234699
PSMD8	SERPINB10	0.24574283968803495
POLR3F	ERI1	0.2457255979682138
MCM4	TEX261	0.2457250848882495
AKR1B1	HNRNPD	0.245724700667026
RNF144A	VPS13A	0.2456973548107765
ZNF586	HSPD1	0.2456916326254879
FASTKD3	CYB561D1	0.24567766049084194
SDF2L1	KCNE5	0.2456411898602863
TNRC6C	LAMC1	0.2456292901180969
MAPKAPK3	ERCC2	0.2456240397856959
NEU3	TUBE1	0.2456209278604335
POLR2L	SLC28A3	0.2456187812445271
DMXL2	SLC35A5	0.24561691200284305
NT5DC2	DDIAS	0.2456164483432021
ATG3	RECQL4	0.2455133750444224
GTPBP1	ZDHHC8	0.2454977262872773
PSMD8	IGSF10	0.2454959768763232
TMEM104	CSF3R	0.2454568821363774
CATSPER2	POLR2L	0.2454539794212113
MTO1	AC096667.1	0.2454485133341591
GPT2	HSPD1	0.2454304493789373
VPS13C	MYO15B	0.2454232213892467
ELANE	DOLK	0.2454231216462729
LYZ	LAMC1	0.24538927879395714
DDX56	ZNF512B	0.24538649504484145
CD164	PSMD8	0.24538186897302866
TRIM65	RAB5B	0.2453793385658972
ZEB2-AS1	SRPRB	0.24537888057824134
AFF1	SLC22A16	0.24537756856404155
ALDH3A2	HSP90B1	0.24537546148823786
CEBPE	ERG	0.24535570000199494
PRPS2	KLHL20	0.2452956946820323
RNVU1-15	MS4A3	0.2452432209170125
ELOC	HMGA2	0.2452267736013237
SYVN1	TPM3	0.2452159317382541
DPP7	MAN2B2	0.24520168349842916
RASAL3	TCF25	0.2451999490599785
RUNX1	TPM3	0.2451915209354281
B4GAT1	APLP2	0.2450802489091166
MARC1	PALB2	0.2450504943753373
ZKSCAN2	AC245014.3	0.2450475874463697
GRN	CFD	0.2450449696679637
GPI	DNAJB9	0.24501746124892004
MROH8	AKR1B1	0.2450117236567091
PKNOX1	C1QTNF4	0.24500617531498134
PRAM1	HSH2D	0.2449877349508369
TBCCD1	HSPD1	0.2449865470053975
PANK1	PLS1	0.24498167936114684
PIK3CB	JUND	0.2449725513233027
PLS1	PLD1	0.24496990205105745
PPP2R5D	HAL	0.2449145390646268
MACF1	IGSF10	0.2449112464068861
GLT8D1	RHOBTB1	0.2448691593786445
SDF2L1	POLR3F	0.2448646592124871
VPS13C	TMEM39A	0.2448451286779226
AC109326.1	CDS2	0.2448048472756877
VPS13A	UGGT1	0.24472902900801755
FTCDNL1	CYP4V2	0.2446952449907841
HEMK1	SDF2L1	0.2446942144806428
NR1I2	WDR77	0.24466543696242116
IP6K2	ATL3	0.2446348383216453
LENG8	DUSP3	0.24461404680717425
PCBP3	CTSG	0.2446121546882205
MGLL	CANX	0.2446079166652719
ANKLE1	SMC4	0.2445593332170141
BLZF1	EIF3E	0.24453754130368244
ARRB1	AC019069.1	0.24453063752490445
YIPF1	PEX7	0.2445289545362977
CXorf21	HGF	0.2445164815640293
AC017104.3	SDF2L1	0.2445123703464393
AC118549.1	NT5DC3	0.24451132289195965
VPS13C	NCAPH	0.2445083784119371
TMEM121	CRELD2	0.2444947555469089
FNDC3B	GATM	0.2444896417610797
MYC	RAVER1	0.24446416450394076
CYP2S1	CCDC137	0.24442148190603424
EPG5	ANKRD33B	0.2444039497940081
TRGC2	ACSM1	0.2443912493416526
SLC38A10	COQ3	0.2443528328793108
AEN	KAT7	0.24431425186386105
PIK3CB	TSPOAP1	0.2442894882682025
POLR2L	ASCL2	0.2442864952054372
STT3B	ATL3	0.2442859710243296
TRGC2	AL592429.1	0.24426561434024102
KAT7	MAN2B2	0.24425428685113865
CYB5RL	PRMT3	0.2442532206047445
PJVK	RASGRP3	0.2442479827256661
FAM98A	ERI1	0.2442373107826437
PSMD10	NCAPH	0.2442273039818192
MAPKAPK3	C1QTNF4	0.24422670986760636
FAM107B	GBF1	0.244199412971828
JOSD1	NTSR1	0.2441884313970943
BRD8	NCAPH	0.2441567747540617
CDT1	ZKSCAN2	0.24414162494709254
RAB7B	TPM3	0.2441233937697704
MARS2	ADNP2	0.24411918171807606
SLC35C2	KCNE5	0.2441188964221622
PRTN3	LEKR1	0.2440640534051985
MACF1	IMMP1L	0.24403597531505106
GOSR1	COQ3	0.2440271883959653
DNMT1	AC104232.1	0.2440247263026112
EEF1AKMT3	YME1L1	0.2440244336676917
MAPKAPK3	HYAL3	0.2440217469542803
NDUFA5	NOTCH1	0.2440196510776571
SRGN	TPM3	0.2440166521886329
CABIN1	MROH8	0.2440000932255105
CD164	DNM1	0.24399846316759474
SLC22A16	TRBV12-3	0.2439879937668545
SLC9B2	HSP90B1	0.24395025680354454
GM2A	ZNF649	0.2439457426681897
FUT4	TPM3	0.2439168564374957
PCK2	SNHG29	0.24390565111767126
ATG3	CALR	0.24389734555405926
TRIOBP	FAS	0.24388755250993344
NFYB	WDR77	0.2438737031559859
ARF1	CYP4V2	0.24387098894890505
RBM15B	TAF8	0.2438662667843416
PPP2R5D	CANX	0.2438634229789851
JOSD1	RHOBTB1	0.24386179337933034
RPP14	ERG	0.2438499373010583
DUSP3	SDF2L1	0.2438461845718898
HIST1H4C	LRPAP1	0.24384220541651944
RNF149	VAT1	0.2438371694537212
ARFRP1	ANKRD18A	0.2438369291383781
EMB	CCNYL1	0.24382919837447045
APLP2	KIT	0.2438167316767929
DYNC2LI1	AL355922.1	0.2438011338100097
CD244	MED21	0.2437999524263169
AC017104.3	FP671120.5	0.2437630418614719
DOLK	SLC25A43	0.24376174937865125
FES	NEK1	0.2436921330221063
UHRF1BP1	PKNOX1	0.24367276406187602
IGHM	HSPA5	0.24367213798744464
SLC22A4	SLC1A5	0.2436677304536983
MS4A3	AC019069.1	0.2436647163371993
SERPINB10	RAB5B	0.2436116552059781
LEKR1	SLC22A16	0.24360818056906094
UBE2Q1	SRPRB	0.2436074354780624
SLC1A5	SLC22A4	0.24358340970337544
EIF3E	CTSG	0.2435633403324828
NT5DC2	IGHM	0.24355820063949954
CYP4V2	KIT	0.2435349884114073
TMEM177	TRAF5	0.2435338318442099
TCF25	CDT1	0.2435171563483285
AC109326.1	GANC	0.2435161822217152
NT5DC2	PRG2	0.24350056190104216
CSF1R	C1QTNF4	0.2434890545901369
LSP1	FARSA	0.2434789607727108
SMC4	ACSM1	0.24347686912801844
ERAP1	CSF1R	0.24346119326284246
CXorf21	SEC24A	0.24344110996640614
MAPK1	KATNA1	0.2434049536654739
DPP7	AC109326.1	0.2433851698459296
B3GALNT1	TRIM65	0.2433819234215745
TMEM121	FURIN	0.2433427380324219
TAF8	GLT8D1	0.243336265505631
SLC25A12	RNF149	0.24333056703950984
IL2RG	QSOX1	0.24330920657830585
HNRNPD	UNC45A	0.2432895042237896
NAGPA	GRN	0.2432872290092307
KATNA1	TPM3	0.24327997324453085
PRMT1	FOSB	0.2432670031642114
ZMYND19	PLOD3	0.2432430317980177
METTL15	CYB561D1	0.2432282970242216
WDR77	MRM1	0.24321286577162454
ACY3	ITGAL	0.2432054919323924
SLC22A4	MS4A3	0.2431873120108517
TMEM39A	MARC1	0.243183940900898
RANBP17	SEC24A	0.2431672027077499
P2RY2	ELANE	0.2431616435098176
UAP1	RXFP2	0.2431377036644804
PKNOX1	RXFP2	0.2431230544638418
SNHG29	DIAPH2	0.2431005899116501
LZTFL1	DMAC1	0.24308750224903666
MRPS12	CTDP1	0.2430421428694187
TMEM39A	HMGB2	0.2430353766034206
RAVER1	POLR3F	0.24303097798976744
AC245014.3	PLOD3	0.2430130249164545
ABCC1	SERPINB1	0.2430098460423753
CD164	RFXAP	0.2429549440053321
NPLOC4	IL2RG	0.2429403706722067
TCF25	RNF149	0.2429238714393527
GLT8D1	DOLK	0.2428962060949837
HGF	SNTB1	0.24288156268723235
FOSB	QSOX1	0.2428656767728461
SSR4	P2RY2	0.2428630814151065
RHOBTB1	IRS2	0.2428553923887584
PUS3	SNHG29	0.24285259422577374
CD52	NPLOC4	0.24282508107328346
SNHG29	POM121	0.2428244257797737
SESN3	MPP6	0.2428207395900055
CCNG2	HAVCR2	0.24280842414516496
RASGRP2	GRAMD1B	0.2428073886822168
GPI	TRIM65	0.2427927419159926
TRGC2	C1QTNF4	0.2427858529502473
SLC1A5	ARFRP1	0.24278061458959455
LRPAP1	CCNG2	0.24276576596493354
MARC1	DNAJB9	0.24270417988404844
FAM107B	AC118549.1	0.24270174306399114
ATL2	FTCDNL1	0.24267475463832155
PSMD8	CRELD2	0.2426593096287013
CCDC51	FIG4	0.242655521310398
KCNE5	CDS2	0.2426314041530335
FAM122B	PMS2	0.2426300567125088
PIGK	CSF1R	0.24261899530177805
MED21	IP6K2	0.2425970516079066
POLR2L	CEP250	0.2425827194328209
PRSS21	IL5RA	0.24257428826678784
ERG	LYZ	0.2425553639284885
KPNA5	CYBRD1	0.2425515514217825
MFAP4	SEC24A	0.24254699036164595
ELOC	ATL3	0.2425427330710339
NUP188	CRELD2	0.2425324037930087
RNASE2	TPM3	0.24250280763657725
MYC	NEU3	0.24250188190838814
TNRC6C	AC118549.1	0.2424927400820833
PLTP	CHST10	0.24249128982946275
C3AR1	TMED4	0.2424329444968445
KBTBD11	MAN1A1	0.24243273278731836
CMTR2	CANX	0.242393052579416
IL2RG	IRF3	0.24237142650140314
RASGRP3	PRDX4	0.24236130518534876
FAM122B	AKR1B1	0.24235202866354005
P2RY2	ANKRD18A	0.24226394636764925
TMED4	FTL	0.2422593887817323
CST7	SRP14	0.2422434459047129
SHLD2	LRRCC1	0.2422293590398996
NDUFA5	AC005839.1	0.24221711314688105
PRPS2	NSDHL	0.24220633015177306
RNF149	AKR1B1	0.2422061631024326
CANX	PRMT3	0.24218616938382465
ELOC	SLC22A15	0.24215927891748384
ELOC	RHOU	0.2421482125404852
CD164	LIG1	0.2421433243780504
FKBP14	KLHL20	0.24210323288936986
MAN1A1	CCDC169	0.24210269978483945
MRPS12	MS4A3	0.2421001458158636
SLC15A2	DNM1	0.2420972502609417
KATNB1	ATAD1	0.24208960967055296
LPO	DUSP2	0.2420537488352341
PTK2B	TTC8	0.2420524472709081
HSPA5	QSOX1	0.24204765312455306
CCNG2	B3GALNT1	0.24203843685489795
MTO1	HSP90B1	0.24201420917773406
PRSS21	TBCCD1	0.2419733268956701
LRPAP1	NCAPH	0.24191823224688705
SLC25A12	TRGC2	0.24191108849292475
TSPOAP1	PTK2B	0.24186510734048286
HSPA5	ERI1	0.2418650049718509
RECQL4	IRS2	0.2418196026153805
HEMK1	MYC	0.24181851373313304
ANKRD33B	NEFH	0.2417783437984881
FUT4	TRIQK	0.24176144691271664
CXorf21	ZNF573	0.24169210619855466
PAPOLA	HTRA2	0.2416807986194019
NOTCH1	TAF8	0.2416552987193149
GRN	PRAM1	0.2416537390473964
POLR1B	CXorf21	0.24164969108237155
HSPA5	STT3B	0.24163710222940984
MRPS12	C3AR1	0.24160101429839564
SLC19A1	FBN2	0.24158679492130136
GM2A	PEX7	0.2415817455242548
EIF4A1	METTL15	0.2415708797378063
GM2A	KBTBD6	0.24155186749574364
NT5DC2	IL5RA	0.2415109589131841
ARFRP1	SMC4	0.2415045047151657
B3GALT6	P2RY2	0.241500722011606
SLC28A3	COQ3	0.2414866458660668
REV1	RECQL4	0.24145226010434656
C5orf15	CANX	0.24144792844331225
TMEM39A	BMP1	0.24142614002079604
CHID1	CMAHP	0.2413918506890891
FAM98A	AC005839.1	0.241341188188188
TMEM44	HSP90B1	0.24133903295323034
MITD1	DMXL2	0.2413077511356517
OARD1	CANX	0.2412897159941652
PRAM1	NCAPH	0.2412599578180669
BRD8	MACF1	0.2412451267177697
FARSA	COQ3	0.24123498728935505
CSF3R	TMEM44	0.24123430957060002
SMARCA4	CSF1R	0.2412274497929492
CYBRD1	FAS	0.2411817802315618
NDUFA5	MS4A3	0.2411789107897957
CFD	TMEM39A	0.2411590161090777
MACF1	LRBA	0.24115305004390425
CFD	GPT2	0.241146602254016
YME1L1	SERPINB1	0.2411436762861064
GRN	C1QTNF4	0.24114235448925755
GPT2	PRKCSH	0.2411179672770517
AC245014.3	IMMP1L	0.2410832460325297
SLC36A4	NCAPH	0.24107384859511066
POM121	FOSB	0.24107187818924397
IGFBP2	GPR180	0.24098212584245496
CPVL	AC104232.1	0.2409351677669657
GGPS1	KLHL20	0.2409025828124097
CEBPE	FBN2	0.2408564319540973
LYZ	SLC22A15	0.240845210292936
ARHGAP15	B3GALT6	0.2408265812732757
ZNF649	FP671120.5	0.24082316573057835
ERCC2	SLC1A5	0.24080967310782025
DPEP3	SMARCA4	0.24080336269039804
CXorf21	TSPOAP1	0.24076383830013826
TNRC6C	METTL15	0.24075663267967085
HSPD1	TRGC2	0.2407284983390809
FAS	ZBED4	0.2406929853987551
REV1	MPP6	0.24068463951623695
GSEC	EIF4A1	0.24067731910792495
TMEM44	B3GALT6	0.2406613785921985
ZNF574	CEBPE	0.2406420960684197
APEX2	SENP8	0.240638834045001
FANCA	CST3	0.2406239741947213
HSH2D	RHOU	0.2406220641876677
SMARCA4	HSP90B1	0.24061514227356734
MARS2	JOSD1	0.24058076763632524
SLC25A12	PALB2	0.2405697783312255
JAM3	TRIQK	0.2405599795685745
ACSM3	TMX3	0.24055245725734803
KATNA1	FNDC3B	0.2405515231582645
TMED4	B4GAT1	0.2405257384320995
SRP14	GATM	0.24052003760874446
RUNX1	DBNL	0.240489821293162
GTPBP1	TUBE1	0.2404616973488848
LAMC1	PIWIL4	0.2404539332311885
RNF144A	RECQL4	0.2404330542324766
RASGRP2	KIT	0.2404298876907296
DNAJB9	C12orf66	0.24042566857816405
SYVN1	POM121	0.2404000698919805
SLC47A1	RHOU	0.240392973135602
ARF1	TWNK	0.2403811637934938
NT5DC2	MS4A3	0.24036863302123124
TSPOAP1	ERAP1	0.2403390028188345
FBN2	SNX13	0.2403307022530959
VPS13A	ITM2A	0.2402995892723113
APEX2	SNHG29	0.2402779150525406
CFD	HMGA2	0.2402639790148867
SLC38A10	TSPOAP1	0.2402527251345825
KAT7	AFF1	0.2402447740193705
MGAT4A	SSX2IP	0.24023614577237254
HSPD1	CSF1R	0.2402297667459197
KAT7	TPM3	0.240201528375771
TTC19	FNDC3B	0.24019793631447225
CHID1	AL034397.3	0.2401686372252176
ZNF586	CCL23	0.24014302802832566
SRPRB	SLC9B2	0.240121138887607
CANX	SMARCA4	0.2401042985889445
HYAL3	LRBA	0.24005575567612736
SLC5A3	SLC25A43	0.2400349019829008
JAM3	C3AR1	0.2400347915396167
MAPK1	TRIQK	0.2400128956779632
DNAJB9	GPR180	0.2399938676178787
TAF8	SACS	0.2399931737312695
TRIB3	PLD1	0.23999183060838075
HSH2D	MYO15B	0.2399656341029012
PLCE1	SERPINB10	0.2399388402190455
BLZF1	IL5RA	0.23990764963450106
TRAF5	CEP120	0.2398940075484028
CNPY3	VAT1	0.23988982995291716
AEN	RNF149	0.23987220760330996
ZNF649	LPO	0.2398434936750489
KCNAB2	IGFBP2	0.23984029531109005
JKAMP	RXFP2	0.2398003789932092
MRPL20-AS1	GATM	0.2397808536590064
PRMT3	AC118549.1	0.23977794441193306
PCK2	HIST1H4C	0.2397728693593441
GRN	PJVK	0.2397710234593036
TWNK	GM2A	0.2397709210812912
NTSR1	EIF4A1	0.23976791777159714
AL034397.3	AC096667.1	0.2397426018477076
CHID1	SSR4	0.23973336434728865
MPP6	PEX7	0.23972774562117746
APEX2	TBC1D10C	0.2397263928212236
URB2	KIF17	0.2397226615381563
PRKCSH	SLC47A1	0.23970976851116305
ZBTB16	KCNE5	0.2396869203551452
HSPD1	PRAM1	0.23967592118562905
STT3B	PANK1	0.2396707790501218
FES	ACSM1	0.2396658210722074
AC118549.1	DDX56	0.2396566084928265
RASGRP3	NDUFA5	0.23964387974857296
C1QTNF4	SERPINB10	0.23964330795192124
DPH2	PIGW	0.2396303963062709
DNAJB9	RNVU1-15	0.23961893946864385
RBKS	SLC1A5	0.2396126878595365
POLR1B	MAN2B2	0.2396100707543488
C1QTNF4	TPM3	0.23960169811948234
MITD1	TPM3	0.2395628892375419
DUSP3	ANKLE1	0.2395151815044499
AL355922.1	POLR3F	0.23947829127052314
FARSA	CPVL	0.2394516963162104
PTK2B	IL2RG	0.23944049602847414
ELANE	HSPA5	0.23936979909798745
TMEM39A	HSP90B1	0.2393565411482597
FGFR1OP	TRGC2	0.2393417310621568
ACSM1	AL034397.3	0.2393377879961264
DIAPH2	GRN	0.2393269967280865
C5orf15	KIT	0.2392799686782007
KAT6B	HSP90B1	0.2392235693691909
DNMT1	DOLK	0.2392128012813868
GPI	CFD	0.23920940364628665
DNMT1	LINC00173	0.2392052672864119
AL592429.1	CEPT1	0.23916985099715704
TPM3	NCAPH	0.2391651094430181
APLP2	AL355922.1	0.2391492496745969
NCOA4	EIF5B	0.2391409834839317
CYBRD1	EIF3E	0.2391404707708081
KAT7	MARC1	0.2391247273561596
SLC15A2	DCAF4	0.2391136710157676
ZBTB33	IMMP1L	0.2390830423259497
TRIOBP	AKR1B1	0.2390595441355132
TTC19	SDF2L1	0.23905730074203976
ZNF526	KCNE5	0.2390267025874919
PRSS21	SERPINB1	0.23902527744863125
PRMT3	FNDC3B	0.23901587990269396
TMEM104	PIK3CB	0.2390130673863625
ZMYND19	HEMK1	0.2390066621564984
NEK1	RNF149	0.2389597306825845
TWNK	TAF8	0.23895648657106675
CCDC51	IGSF10	0.23894207055245664
FP671120.5	CHID1	0.2389369398343652
NDUFA5	HTRA2	0.2389323512023828
ALDH3A2	TENT5A	0.23891246963261956
CTHRC1	SNHG29	0.23890725447114555
OSBP	CHID1	0.23888678385277576
TRBV12-3	LEKR1	0.23888540756961224
TNRC6C	MBLAC2	0.2388753279306949
ARFRP1	CALR	0.2388453502423885
ALAS1	NPLOC4	0.2388249688277875
CTDP1	TRBV12-3	0.23881135863562186
EEF1AKMT3	FCGR1A	0.2387786120697015
CYBRD1	TENT5A	0.23877514985874726
CD164	BST1	0.2387567231883712
SERPINB1	SNX13	0.23875322977098445
TMEM121	GPAA1	0.23874989246599146
MS4A3	KIF17	0.2387425617499276
LPO	AZU1	0.2387376452596585
FGFR1OP	SLC26A2	0.23869700314316086
IMPAD1	C1QTNF3	0.23869555513980645
ZBTB16	TPM3	0.2386723482292601
KCNAB2	RNVU1-15	0.23866338725594136
RNVU1-15	ZNF747	0.23864182319399105
TENT5A	SLC47A1	0.23862534488487386
NEU3	CXorf21	0.2386111389704713
PRMT1	MS4A3	0.2385958056456562
ITM2A	PLS1	0.2385900044933965
SLC36A4	CPD	0.23858081211539425
SLC1A5	EMC3-AS1	0.23854336820073574
POM121	LUC7L3	0.23853459107805916
CCDC137	B3GALNT2	0.23852146297158255
ARHGAP15	BNIP3L	0.2384576811694361
TPM3	TSPOAP1	0.2384430800475687
KCNAB2	CDS2	0.2384348303741776
ADNP2	SENP8	0.23842306177056244
CMTR2	HAL	0.2384110257544681
GANC	MYC	0.2384081706140208
CYB561D1	METTL15	0.23840707708219305
PRDX4	CXorf21	0.23840174757349455
TMED4	C1QTNF3	0.2383918666333712
AC245014.3	C1GALT1C1	0.2383906969640342
LUC7L3	ITGAL	0.2383879636417273
FAS	IGSF10	0.23838232719786634
HMGA2	MFAP4	0.23837447375366366
ERCC2	ZNF512B	0.23836996370101116
SLC25A12	DIAPH2	0.23836203849949775
FCGR1A	IGFBP2	0.23835561452304024
EIF5B	HSPD1	0.23833642365176755
HSH2D	PCK2	0.2383187831975625
APLP2	BRAT1	0.23831784001338555
HEMK1	SERPINB1	0.2382920029720315
HEMK1	RNF149	0.2382856537557164
KIT	CRELD2	0.23828056780006635
DIAPH2	ABCC1	0.2382230205638661
URB2	CST3	0.2382113519714452
SNIP1	AC004069.1	0.2381605341483993
ARF1	UGGT1	0.238159990263085
GBF1	SRGN	0.2381328464237716
ZNF573	SMC4	0.2381327997917767
KPNA5	SEC24A	0.23810128882818615
ABCC1	PPP2R5D	0.2380699315919754
SRP14	CSF1R	0.2380633277240259
LINC00271	ERAP1	0.2380286344659121
PRTN3	KIT	0.2380259671415414
MPO	FUT4	0.23800170072485802
KCNE5	ITGAL	0.2380015312242409
PLCE1	MITD1	0.23798964629849995
GRN	DCAF4	0.2379626611177981
CYB5RL	COX19	0.237951524017156
SYNGR1	CHST10	0.2379459749626454
TSPOAP1	PRTN3	0.23793474964700675
AC096667.1	CST3	0.2379346736996715
DIAPH2	FTL	0.2379136059667808
GPAA1	ATL2	0.2378840854449956
CLEC5A	HSPA5	0.2378822894187303
EIF5B	TTC8	0.2378725185779693
AC005839.1	POLR3F	0.23786118265530376
HNRNPD	FAM122B	0.2378387479704586
LUC7L3	CMTR2	0.2377916467049601
SERPINB10	SMC4	0.237774533186602
ACY3	ELANE	0.23776701008749684
TCF25	EMB	0.23776637366554665
ZMYND19	FP671120.5	0.2377523455498871
AKR1B1	CYP2S1	0.23772176212459914
TRIOBP	ATAD1	0.2377035502779971
MARS2	C1QTNF4	0.2376620938353509
MCM4	AL355922.1	0.23759279946734024
AL034397.3	MFAP4	0.2375018042183346
CEP250	TRIM6	0.2375016536922516
TSPOAP1	GSEC	0.2374913622844664
DOLK	DCAF10	0.2374657557116961
DMAC1	TMEM44	0.2374520572787795
DDIAS	GANC	0.2374437914609752
PRTN3	SLC35A5	0.23744316689041106
CABIN1	TNRC6C	0.23739937057702126
LSP1	HMGB2	0.23739740077522264
RBM45	NCAPH	0.2373932100549568
RNF149	KIF17	0.2373892095498219
NCOA4	BMP1	0.2373878933295552
CDT1	TSPOAP1	0.237357447325013
FAM122B	PAPOLA	0.2373329904042039
ELOC	GRN	0.23730568851864106
GANC	NXT2	0.237298752879868
MTO1	CANX	0.2372976666117737
B3GALNT1	NSDHL	0.23723350870777185
AKR1B1	MAPKAPK3	0.2372269131649237
DNM1	DDIAS	0.23720805548781745
TNRC6C	CYB561D1	0.23718778563886295
TPM3	TCF25	0.23717419593135394
PVR	SNTB1	0.2371740661295993
TMEM104	CXorf21	0.2371692018394163
HNRNPD	ERI1	0.23715625147366895
CDS2	DDX56	0.2371437780513959
CHID1	IFT22	0.2371400235112049
AC109326.1	OARD1	0.2371290382620712
AL359643.3	ZNF526	0.2371266196733281
NXT2	AC104232.1	0.23710869753743974
KAT6B	MGAT4A	0.237090909841064
MROH8	MED21	0.23708941294837466
PEX7	AKR1B1	0.23706829908759394
PRPS2	LOXL3	0.2370619404104994
PSMD8	KCNE5	0.23706051322171398
HSPD1	ZNF586	0.2370553320570021
CDC23	HNRNPD	0.23705393577401465
MAPKAPK3	CXorf21	0.2370488934896805
MTO1	FNDC3B	0.2370320894535471
ZC4H2	P2RY2	0.2370169690378876
HNRNPD	CST7	0.23700593270856385
IMPAD1	VAT1	0.2369852821405887
IMMP1L	FBN2	0.236967976542394
HAL	SRGN	0.2369519524228873
DCAF4	KATNB1	0.23694909735497444
JUND	SLC31A2	0.23693289622758756
ACY3	POLR2L	0.2369317680626028
PRKCSH	PRPS2	0.23692744111451125
SDF2L1	LSP1	0.236893944545178
NT5DC3	PANK1	0.2368906988200855
FTL	ATG3	0.2368825119169925
NR1I2	SACS	0.2368729641216474
ZBED4	RNVU1-15	0.2368696369002195
C1QTNF4	MARS2	0.2368564066823892
UBE2Q1	HSP90B1	0.2368480016008843
MFAP4	ACSM3	0.2368266690850012
ASCL2	FANCA	0.23681065424509745
C1QTNF4	SSR4	0.2368101479353969
AL034397.3	NTSR1	0.2367935221909023
MAN2B2	FBN2	0.2367627120578832
CALR	FAM122B	0.23675601673075816
CD164	TEX261	0.2367552890758736
ZEB2-AS1	TENT5A	0.23675187566337366
RNASE2	OSBP	0.23673440757985226
MAPKAPK3	SRGN	0.2367068663373631
SNHG29	CLEC5A	0.2366919171692445
TOP1MT	SRP14	0.2366768903075157
PRPS2	IMPAD1	0.2366612508863854
KATNA1	COLGALT2	0.23665489676790155
SRP14	SSH3	0.23664680569501195
PLS1	RBM45	0.2366393047321143
CRELD2	TBC1D10C	0.2366171596739072
SMARCA4	KCNAB2	0.23661154243068375
ARHGAP15	DIAPH2-AS1	0.2366037529141692
LYZ	C1QTNF4	0.2366023323139797
GPA33	TSPOAP1	0.2365516364174297
C1GALT1C1	CPVL	0.2365467363997313
ALDH3A2	KIF17	0.2365300633600578
DPP7	SMC4	0.2365019486527205
TRGJP1	KCTD6	0.2364979402343416
MED21	HGH1	0.23649369071444395
NAGLU	LIG1	0.2364710610319335
CTSG	TEX261	0.2364677265519851
CNPY3	MPO	0.2364611868437364
NCOA4	ZNF649	0.2364593347936211
MAN2B2	CRELD2	0.2364088363955305
RNF149	CFD	0.23640783996686426
